企业id,企业名称,统一社会信用代码,注册资本,category_id,keywords
1988,深圳市银雁科技有限公司,914403002792576703,"18,000万(元)",53,服务交付能力|业务流程服务|产品组件|共享平台|数字技术
1989,深圳市长盈精密技术股份有限公司,9144030072988519X9,"120,102.7716万(元)",91,生产研发基地|手机机构配套件|RoHS|国际化|产品专利|燕罗街道|年产值|用户信任|宝山区|LED精密支架
1990,深圳市阿霍烯生物科技有限公司,91440300071347511W,"10,000万(元)",53,技术开发|药品|食品|初级农产品|保健用品|国际贸易
1991,深圳市陆地方舟新能源电动车集团有限公司,91440300775586019E,"20,000万(元)",53,技术开发|进出口|新能源电动车|销售|外商投资
1992,深圳市隽仕达科技有限公司,91440300555422215L,108万(元),53,化工产品|机械设备|日用品|进出口|润滑油|模具|电子产品|塑胶制品|咨询服务|安装
1993,深圳市雅柏塑料有限公司,91440300552126146P,500万(元),53,塑胶|橡胶|塑料|化学|特殊工程
1994,深圳市雷铭科技发展有限公司,91440300767585470J,"2,000万(元)",68,光伏控制器|太阳能电池板|储能电源|太阳能照明系统|太阳能智能监控系统|光伏发电系统|生产与销售|风光互补发电系统|开关电源|充电器的销售
1995,深圳市食品物资集团有限公司,91440300MA5EWWPXX2,"500,000万(元)",53,国有独资企业|国际化|粮食|质量|民生保障
1996,深圳市鸿美诊断技术有限公司,91440300341522827Y,200万(元),46,机械设备|医疗诊断|生物科技|软件开发|仪器仪表
1997,深圳市鹏微软件技术有限公司,91440300748865864Y,"1,000万(元)",40,计算机软件开发|数字电视的技术开发|物业管理|经济咨询|技术服务和购销|超大规模集成电器|办公大楼自动化|投资兴办实业|智能控制系统|系统集成
1998,深圳市麒御生物科技有限公司,91440300MA5GWUPF9K,50万(元),44,人工智能|医疗器械|生物技术|云计算|医学研究
1999,深圳市龙凤呈祥生物科技有限公司,91440300MA5GA32W8X,200万(元),44,有害生物防治|技术咨询|生物科技|安全技术|生物制品
2000,深圳康泰生物制品股份有限公司,91440300618837873J,"68,709.3526万(元)",45,深交所创业板|销售|技术合作|人用疫苗
2001,深圳惠盐高速公路有限公司,91440300192203792T,"3,600万(元)",82,公路建设|汽车维修|路桥建设|燃油服务|救援服务
2002,深圳报业集团控股公司,91440300757619059W,"121,380万(元)",126,广告|文化产业|物资采购|科技|实业
2003,深圳拓扑精膜科技有限公司,91440300326698349R,960万(元),91,生产工艺|微纳加工|先进滤膜材料|环保材料|印刷线路板|高精度加工
2004,深圳拓邦股份有限公司,91440300192413773Q,"123,827.2672万(元)",20,工业|家电|规范|新能源|标准化|方案|智能控制
2005,深圳新源柔性科技有限公司,91440300MA5EMFDQ5M,623.8854万(元),68,电子技术|新材料|市场咨询|电池制造|电子专用材料制造
2006,深圳新生生物工程有限公司,91440300MA5EFW8C7J,200万(元),53,市场策划|生物科技|网络营销|医疗器械|保健品
2007,深圳易纵科技有限公司,914403003599032223,500万(元),22,制冷空调设备|家具制造|五金产品|智能装配|计算机维护|电子产品|通信设备|家电维修|计算机硬件|办公设备租赁服务
2008,深圳晶泰科技有限公司,91440300357887900E,"20,000万(美元)",37,高效|自动化|药物研发|智能化
2009,深圳月曜生命科技有限公司,914403003499283116,12.5万(元),46,分析仪器|医疗器械|精密仪器|科学仪器|国际贸易
2010,深圳江浩电子有限公司,91440300750452399X,"3,000万(元)",20,电容|塑料|液体|铝合金|薄膜
2011,深圳深态环境科技有限公司,91440300585649568H,"1,000万(元)",86,环保产品销售|国际贸易|环境软件开发|新能源技术研发
2012,深圳港集团有限公司,914403001921925527,"493,000万(元)",74,港航|海洋|产城开发|产业金融|大铲湾港区|物流|能源
2013,深圳瀜新生物科技有限公司,91440300094409818C,500万(元),44,
2014,深圳爱递医药科技有限公司,91440300334985938P,"1,000万(元)",45,餐饮服务|自动化控制|工业自动化|市场研究|资产管理|跨境电商|创新型企业|知识产权保护|创业投资|人力资源服务
2015,深圳瑞科生物科技有限公司,91440300335056399X,"1,000万(元)",53,化工产品|技术服务|生物科技|国内贸易|化工原料
2016,深圳电器公司,91440300192183461Y,"6,000万(元)",67,仪表|汽车停车服务|仪器|芯片设计|存储设备|机电设备|信息设备|电子|通信设备|电源维护系统
2017,深圳碧友生物材料科技有限公司,91440300MA5GY0X812,"1,052.6785万(元)",44,塑料制品|技术开发|技术服务|新材料|生物材料
2018,深圳科莱环保科技有限公司,91440300MA5EN4JW8P,"1,000万(元)",86,环保设备|技术咨询|环保材料|科技|环保
2019,深圳翰宇药业股份有限公司,91440300748855818E,"88,324.1336万(元)",45,多肽|医药|制药|医疗器械|美容
2020,深圳能源环保股份有限公司,91440300279365110C,"390,000万(元)",86,全国高新技术企业|有机固废|生活垃圾|城市固废处理
2021,深圳腾睿微电子科技有限公司,91440300MA5H5K7X8T,510.2万(元),20,电子元器件制造|互联网直播平台|大数据分析|半导体分立器件制造
2022,深圳航天东方红卫星有限公司,91440300680390515D,"9,529.41万(元)",70,仪器|通讯产品|电子产品|遥感|软件开发
2023,深圳良辰云享科技有限公司,91440300MA5FABGKXC,100万(元),53,物联网|计算机|医疗器械|旅游服务|软件开发|保健品
2024,深圳莱宝高科技股份有限公司,91440300618833987Q,"70,581.616万(元)",53,小尺寸彩色滤光片|ITO导电玻璃|LCD|显示材料
2025,深圳赛陆医疗科技有限公司,91440300MA5GEQNA6D,172.1296万(元),46,成果转让|生物药品制造|医学诊断|技术服务|生物医疗技术研发|医疗器械销售|临床检验服务|医疗器械制造|咨询
2026,深圳锦源恒控股集团有限公司,91440300MA5EY5UE32,"60,000万(元)",83,绿化|农产品销售|国际贸易|物业管理|市政|建筑|投资|形象策划|前置性审批|外商投资
2027,深圳长城开发科技股份有限公司,91440300618873567Y,"156,058.7588万(元)",68,传感器|技术服务|智能化系统|测试设备|生产制造
2028,深圳雾芯科技有限公司,91440300MA5EXRHM00,"5,000万(元)",53,电子烟|销售|品牌|运营
2029,深圳顺络电子股份有限公司,914403007230315567,"80,631.8354万(元)",20,片式电感/磁珠|片式共模扼流器|EMC/ESD|片式LC滤波器
2030,深圳麦克韦尔科技有限公司,91440300693950518U,"6,663.1579万(元)",53,研究机构|研究|专利|微雾科技
2031,清远传媒有限公司,91441802079585645C,"2,000万(元)",83,建筑装饰|工商咨询|广告代理|装饰材料销售|建筑材料销售|移动端开发|报刊发行|摄影服务|会议展览|市场营销
2032,清远市华南家家电子商务有限公司,914418020845404842,100万(元),83,智能化建设|办公设备|计算机设备|网络系统
2033,清远市广清城际轨道有限公司,9144180069818594XJ,"35,000万(元)",77,商业地产|项目管理|停车服务|物业|广清城际轨道
2034,清远市泓正商贸有限公司,91441803MA53RPEDX8,100万(元),53,技术服务|化工产品销售|医疗器械销售|农副产品销售|电子产品
2035,清远市皓昕实业有限公司,91441802754523182A,"29,500万(元)",53,商业服务|制造业|仓储|批发零售|房地产
2036,清远市美佳乐环保新材股份有限公司,91441800763831005M,"8,000万(元)",62,油墨|技术支持服务|树脂生产|印刷|外商投资
2037,清远西周生物医药科技有限公司,91441802MA54T79A6R,125万(元),44,生物科技|医药科技|技术研发|实验室服务|临床研究
2038,温氏食品集团股份有限公司,91445300707813507B,"655,414.1184万(元)",53,净利润|利润|上市情况|收入|品牌价值|营业收入|成立时间|主营业务
2039,湖北新雨生态环境技术有限公司,91420111MA4KWFBC69,"2,222.2222万(元)",87,环境规划|新雨生态环境|遥感影像开发|绿化工程|研究科学|计算机集成|技术研发|软件开发|设备安装|设备销售
2040,湖北景锂环保科技有限公司,91420625MA49NFPH7G,"5,000万(元)",86,废旧动力蓄电池|再生资源回收|新能源汽车|再生资源加工
2041,湖北裕泰科技饲料有限公司,91421100667653202H,"3,000万(元)",53,浓缩饲料|饲料研发|科技饲料|配合饲料|销售
2042,湖南中联恒通科技有限公司,91430700MA4PK8GH9B,"10,000万(元)",53,化工产品|机电产品|智能化系统|工程与技术研究|国际贸易
2043,湖南先导稀有金属材料有限公司,91431000MA4RGXY45Y,"5,000万(元)",59,稀有金属|包装|电子|化学|有色金属
2044,湖南哲龙科技有限公司,91430921MA4PG9WC06,"1,000万(元)",53,数码设备|电子专用材料|新材料|办公用品|软件开发
2045,湖南天根乐微君科技有限公司,91430124MA4Q256W2B,"5,000万(元)",114,化学原料|医疗设备|化妆品|医疗器械|保健产品
2046,湖南建工集团有限公司,9143000018376036XT,"2,000,000万(元)",83,项目启动|装配式建筑|国有大企业|国企改革|企业排名
2047,湖南得米新材料有限公司,91430400MA4QCGAHXX,"6,000万(元)",62,
2048,湖南微草生物科技有限公司,91430300MA4L19433M,"2,000万(元)",45,动物用药|微草|生物科技|加工|中药材
2049,湖南旗滨光能科技有限公司,91431000MA4L76Q03R,"321,826万(元)",62,矿产品|屏蔽电磁波|微电子用材料基板|特种玻璃|无机非金属材料|销售|光伏玻璃|低铁节能环保玻璃|咨询|低辐射镀膜玻璃
2050,湖南极目汇智信息科技有限公司,91430304MA4R4WGXXC,200万(元),53,技术开发|汇智|极目|信息咨询
2051,湖南欣瑞生物科技有限公司,91430700329513899R,"11,871万(元)",44,农业科学研究|仓储与储藏|销售与加工|房屋出租|农产品生产
2052,湖南汉华京电清洁能源科技有限公司,91430121098511297P,"10,800万(元)",66,压力管道|节能环保|清洁能源|化工设备|压力容器
2053,湖南炬神电子有限公司,91431000582776588X,"6,000万(元)",20,销售|电子|开发|其他电子产品|开关电源
2054,湖南省交通规划勘察设计院有限公司,914300001837823234,"29,333.3333万(元)",82,交通规划|项目|甲级|人才|勘察设计
2055,湖南诺泽生物科技有限公司,91430900051659868D,"2,000万(元)",45,食品添加剂生产|食品生产|医药销售|化工销售|饲料添加剂生产|医疗器械销售
2056,湛化股份有限公司,91440800194400992U,"14,663万(元)",53,化学肥料|橡胶|硫酸|电器|氟硅酸钠|交电|仓库|金属|货运代理|复合肥
2057,湛江中粤能源有限公司,914408007436733100,"145,430万(元)",66,货物运输|电力|建筑材料销售|港口|电力销售服务|煤炭|热力生产|咨询
2058,湛江久青科技有限公司,91440803MA561XE73E,100万(元),53,广告|企业管理|计算机|网络安全|数据处理|软件开发|市场营销
2059,湛江市华夏消声器有限公司,914408001944888087,"1,000万(元)",53,汽车消声器制造|彩石金属瓦制造|金属材料生产|机械部件加工|机械设备维护
2060,湛江市金丰糖业有限公司,914408237556145022,"13,800万(元)",53,发电业务|食品生产|人造板制造|农副产品销售|供（配）电业务|食品销售
2061,湛江德利车辆部件有限公司,91440800617803858F,"2,125万(美元)",57,摩托车|汽车|其他零部件|化油器
2062,湛江电力有限公司,91440800232100932G,"287,544万(元)",66,新能源开发|电力|配电网建设|电站建设|建筑材料
2063,溪砾科技（深圳）有限公司,91440300MA5GRXDL2H,"3,000万(美元)",53,健康咨询|医疗器械销售|云计算|计算机硬件|软件开发|医学研究|软件和技术服务
2064,滁州市小岗村旅游投资管理股份有限公司,91341100MA2T4E1P8N,"3,276万(元)",132,餐饮服务|旅游商品研发|研学旅行基地建设|酒店管理|对外投资|教育培训|生态农业开发|旅游服务|会议组织&接待|景区投资开发
2065,漳州旗滨光伏新能源科技有限公司,91350626MA354M9N4G,"100,000万(元)",66,光伏设备|经营项目|发电业务|技术推广|技术开发|审批|技术咨询|输电业务|技术转让|技术玻璃制品销售
2066,潍坊正轩稀土催化材料有限公司,91370700596573861Q,"12,500万(元)",62,电子专用材料|稀有元素|无机化合物|合成材料|催化剂
2067,潮州三环（集团）股份有限公司,91445100282274017L,"191,649.7371万(元)",68,陶瓷部件|纤维光学|高科技产品|半导体|电池电极
2068,潮州招商旅行社有限公司,914451007078255758,38万(元),131,审批|旅游|会议|代理|机票销售
2069,澳汰尔工程软件（上海）有限公司,913100006074330645,200万(美元),53,项目管理|技术支持|业务拓展|投资管理|软件开发
2070,灵动创新（北京）软件技术有限公司,911101080716763239,"10,000万(元)",35,数据处理|软件开发|计算机维护|技术支持
2071,烟台金富士水墨有限公司,91370686MA3FC1CT8E,100万(元),53,印刷油墨|塑料薄膜印刷|墨水加工|光伏发电
2072,煤炭科学技术研究院有限公司,91110000717835742D,"7,244.898万(元)",128,科技研究|研究所|改制|煤炭科学
2073,爱信（佛山）汽车零部件有限公司,914406067606283272,"2,401.5109万(美元)",57,汽车零部件|精密性腔模|精冲模|模具标准件|铸锻毛坯件
2074,爱信（佛山）电子有限公司,9144060057785166X5,"1,444万(美元)",20,传感器|防抱死制动系统|电子控制单位|汽车|电子产品
2075,爱尔康（中国）眼科产品有限公司,911101051017710313,"6,000万(美元)",53,分支机构|眼科产品|学术研讨|眼科医生|患者|慈善机构
2076,牧原食品股份有限公司,91410000706676846C,"526,235.8594万(元)",53,饲料加工|美好生活|生猪育种|品质|屠宰加工|生猪养殖|健康|安全|猪肉产业链
2077,现代（重庆）工程塑料有限公司,91500116MA5U7M4K0G,500万(美元),53,佣金代理|进出口|批发|工程塑料|售后技术服务
2078,珠江水利水电开发有限公司,91440000190325550R,"12,000万(元)",81,机电产品销售|农业开发|水资源开发|对外贸易|水利项目|建筑材料|房地产开发
2079,珠江电影集团有限公司,91440000694773381Q,"17,977.23万(元)",53,广告|制片|对外投资|投资|电影
2080,珠海三臻新材料科技有限公司,91440400MA4UW2A99A,500万(元),62,碳素|工程塑料|新型材料|石墨|高科技
2081,珠海中冠石油化工有限公司,914404000553642589,"20,500万(元)",89,佣金代理|硫酸|检测仪器|离子交换树脂|混合辛烷|水处理设备|工业异辛烷|丁二烯|外商投资|甲基叔丁基醚
2082,珠海中科慧智科技有限公司,91440400MA552WJG03,362.1918万(元),43,IC芯片|网络安全|数据处理|软件开发|雷达
2083,珠海云洲智能科技股份有限公司,91440400553668764B,"7,731.9588万(元)",74,智慧城市|无人驾驶|智能制造|水下安全|无人机
2084,珠海亿胜生物制药有限公司,91440400192600210R,"15,000万(元)",45,医药研究|医疗设备|生物制药|医疗器械|生物技术
2085,珠海伊斯佳科技股份有限公司,91440400748023982K,"3,895.932万(元)",48,香水|化妆品|护肤品|发用品|清洁产品
2086,珠海优特电力科技股份有限公司,9144040070778462X9,"36,117.9万(元)",22,电力|五防|自动化|软件开发|电网
2087,珠海佑航科技有限公司,91440402MA56NYYL8W,224.888万(元),20,集成电路|光电子器件|工业设计|人工智能|铸件|模具|金属材料|新能源汽车|软件开发|雷达
2088,珠海光驭科技有限公司,91440400337982097R,"1,405.9956万(元)",62,涂料|超材料|光纤|生物基材料|磁性材料
2089,珠海再生时代文化传播有限公司,91440400722474662F,"2,750万(元)",53,信息发布|房地产出租|商务秘书|外商投资|房屋租赁|会议与展览|园区管理服务|文化交流|互联网销售|广告发布
2090,珠海农村商业银行股份有限公司,91440400794689523L,"416,886.6377万(元)",53,融资|保险|外汇|资产管理|清算|银行
2091,珠海冠宇电池股份有限公司,91440400799386302M,"112,185.5747万(元)",68,电动汽车|聚合物|锂离子电池|高电压储能|电机|电脑|信息科技
2092,珠海华发体育运营管理有限公司,914404005626454843,100万(元),53,广告|娱乐|餐饮|体育|设计|学校|赛事|场馆|运动|咨询
2093,珠海华发实业股份有限公司,9144040019256618XC,"211,716.1116万(元)",83,商业地产|华发股份|品牌|荣誉|房地产
2094,珠海华发景龙建设有限公司,914404003248691678,"6,250万(元)",83,执照|家具安装|建筑装饰|工程项目
2095,珠海华润化学材料科技有限公司,914404005625951657,"82,877.6899万(元)",90,新型膜材料|化工销售|新材料|生物基材料
2096,珠海华金资本股份有限公司,9144040019255068XM,"34,470.834万(元)",132,交易平台|微电子|企业管理|环保产品|电力电子|投资|生物技术|产品销售|信息科技|咨询服务
2097,珠海城建海韵资产经营管理有限公司,91440400304037435H,500万(元),83,商业地产|百货批发零售|会议展览服务|物业管理|物业代理|广告活动|物业租赁|文化教育|外商投资
2098,珠海大横琴城市公共资源经营管理有限公司,914404002797000544,"6,666.6666万(元)",86,会议与展览服务|企业管理|文化艺术品销售|家政服务|信息咨询|生物有机肥料研发|城市绿化管理|再生能源回收|市政设施建设|充电桩运营管理
2099,珠海大横琴集团有限公司,91440400688630990W,"1,021,130.2211万(元)",83,城市建设|横琴|房地产开发|物业运营
2100,珠海安保集团有限公司,91440400192537469D,"10,000万(元)",53,日用百货|稳定社会|物业管理|保安服务|计算机应用|教育培训|软件开发|消防器材|防火设施
2101,珠海安肽生物医药技术开发有限公司,9144040058825027XN,"1,040.8万(元)",45,医疗研究|化妆品|安肽|生物基材料|生物医药
2102,珠海市万瑙特健康科技有限公司,91440400686432755R,500万(元),47,
2103,珠海市中广会展服务有限公司,91440400592198312M,500万(元),53,代售火车票|广告设计|咨询服务|机票|社会经济信息咨询|庆典策划|零售|房产中介|会议与会展服务|房地产投资
2104,珠海市丰辉纺织品有限公司,91440402MA55A0GR8A,100万(元),97,产业用制成品|服装辅料|针纺织品|货物进出口|互联网销售
2105,珠海市丽珠单抗生物技术有限公司,914404005573482907,"145,333万(元)",45,生产和销售|技术开发|技术服务|生物科技|抗体药物
2106,珠海市会展集团有限公司,91440400337900442F,"33,000万(元)",53,广告|商务|品牌|旅游|展览|数字创意|会议|旅游业务|票务
2107,珠海市华峰石化有限公司,91440400779993914C,"48,000万(元)",89,油品制造|销售|危险化学品生产|危险化学品经营|成品油批发
2108,珠海市厚生药业有限公司,91440400MA4UHQB647,"12,000万(元)",45,食品添加剂销售|医疗器械生产|药品进出口|药品生产|药品批发
2109,珠海市城市排水有限公司,914404007398735980,"80,000万(元)",80,污水处理|城市排水|分部门|基础设施建设|环保项目
2110,珠海市富民罗非鱼养殖开发有限公司,91440400755603504A,480万(元),108,饲料|鱼业|水产品|水产养殖|批发
2111,珠海市山泉生态农业科技养殖有限公司,91440400MA4X7T466U,900万(元),108,养殖|农业科技|农产品销售|软件开发|环保
2112,珠海市广通客车有限公司,914404007462537929,"3,000万(元)",77,规定|工程车|客车|技术开发|审批|经营|载货汽车|销售|零部件|中巴
2113,珠海市振业混凝土有限公司,91440400671583737D,"67,217万(元)",83,水泥|预拌商品混凝土|物资采购|装配式建筑|技术服务|投资项目|保温隔热材料|沙子|零售|预拌砂浆
2114,珠海市数舟科技有限公司,91440400MA554MEX1R,"1,143.8572万(元)",53,数据处理|工业设计服务|软件开发|信息技术咨询
2115,珠海市新力特金属压铸有限公司,91440400763813915P,50万(元),53,机械加工|压铸件|电子|通用零部件|模具|塑胶件|锻件|五金
2116,珠海市欧孚旭道科技有限公司,91440404MA56UREF0K,100万(元),62,商标代理|技术开发|技术咨询|技术服务|石墨烯材料销售|信息咨询|新材料技术研究|软件开发|知识产权服务
2117,珠海市润星泰电器有限公司,91440400739868094K,"9,158.8785万(元)",67,电动汽车充电桩|机电产品|工业控制设备|锌模件|家用电器|五金产品|工业自动化软件|新能源系统|普通机械|铝合金
2118,珠海市珠光集团控股有限公司,91440400714728888P,"15,000万(元)",53,资产管理|投资|实业投资&开发|外商投资
2119,珠海市碧桂园科技服务有限公司,91440400MA5122U04U,"1,000万(元)",53,人力资源管理|技术推广|互联网数据服务|品牌管理|技术咨询|资产评估|商务秘书服务|技术交流|技术转让|大数据分析
2120,珠海市粮食集团有限公司,914404001925284829,"5,000万(元)",53,仓储|物业|粮食|采购|房地产开发
2121,珠海市耀华环境艺术工程有限公司,91440400618389118H,51万(元),83,香洲|绿化|室内设计|园林景观|环保
2122,珠海市虹彩精细化工有限公司,91440400666542834G,500万(元),90,高栏港|化工产品|审批|建筑装饰工程|经营
2123,珠海市邦膜科技有限公司,91440400692490425Y,"1,000万(元)",53,海水淡化|医疗设备|膜分离|生物医学|水处理
2124,珠海市金品创业共享平台科技有限公司,91440400192589605B,"29,245.33万(元)",53,塑料|家电|电子|医疗|化工|印刷
2125,珠海市金湾区联港基础投资有限公司,91440400739860914L,"7,044.481万(元)",132,广告|园林|设计|物业|建筑|房地产
2126,珠海市钧兴机电有限公司,91440400740807272B,"2,450万(美元)",57,特种|机电|零配件|缝纫机|五金
2127,珠海市银隆投资控股集团有限责任公司,91440400767317329U,"10,700万(元)",132,交通|物业管理|商务服务|物业代理|能源|房地产
2128,珠海市雅瀚房地产开发有限公司,91440400MA4UUB9P76,"1,000万(元)",83,住宅室内装修|建筑设计|房地产开发经营|建筑工程监理
2129,珠海市雅灏房地产开发有限公司,91440400MA4UUCTW4R,"1,000万(元)",83,建筑|装修|房产开发|科技|咨询
2130,珠海市魅族科技有限公司,914404007480139363,"38,139.8993万(元)",53,电子产品销售|技术服务|技术交流|电子元器件批发|移动终端设备制造|物联网技术研发|家用电器研发|信息系统集成服务|移动终端设备销售|箱包销售
2131,珠海广通汽车有限公司,91440400708129467A,"180,600万(元)",71,销售代理|零配件|汽车|零部件|技术进出口
2132,珠海广通车辆制造有限公司,91440400MA4UX7P500,"4,000万(元)",71,工程车|救护车|载货汽车|轻型客车|中巴
2133,珠海新概念船艇科技有限公司,91440400334814952C,60万(元),74,销售|新概念|设计|船艇
2134,珠海方图智能科技有限公司,914404003250291517,"1,000万(元)",37,互联网|政务服务|解决方案
2135,珠海格力海岛投资有限公司,91440400698148911E,"239,686万(元)",132,餐饮服务|运动服务|资产管理|住宿服务|旅游服务
2136,珠海格力电器股份有限公司,91440400192548256N,"601,573.0878万(元)",67,工业装备制造|国际贸易等
2137,珠海格力集团有限公司,914404001925371865,"2,000,000万(元)",83,建设投资|建筑安装|服务运营|城市更新|产业投资
2138,珠海正和微芯科技有限公司,91440400MA55H8RK0H,"2,552.2325万(元)",20,技术支持|技术交流|软件开发|技术转让|集成电路芯片
2139,珠海正圆市政建设有限公司,91440400MA522K4F1W,"4,000万(元)",79,市政公用工程|市政环境治理|基础设施建设|市政建设|公共服务
2140,珠海海控淇澳旅游有限公司,914404003382420316,"5,000万(元)",83,餐饮服务|工程项目管理服务|建设工程施工|日用品销售|办公室服务|信息服务|旅游业务
2141,珠海港信息技术股份有限公司,9144040069475771X1,"5,100万(元)",42,网络安全|计算机信息|智能设备|系统|软件开发
2142,珠海港控股集团有限公司,91440400682470519E,"351,940万(元)",74,港航|太阳能|风力发电|物流|港口
2143,珠海港股份有限公司,914404001925268319,"91,973.4895万(元)",53,珠海港股份|航运物流|港口运营|深交交易所
2144,珠海澳圣聚合物材料有限公司,91440400671570565H,"8,630.04万(香港元)",60,纳米材料|橡胶|塑料|高分子材料
2145,珠海珠江车业有限公司,91440400738591994D,333万(美元),71,摩托车|电动车|非公路用摩托车|汽车|汽油机
2146,珠海理文新材料有限公司,91440400MA4X5L64XH,"2,400万(美元)",62,危险化学品|电解液添加剂|表面活性剂|含氟精细化工产品|电解液溶剂
2147,珠海精润石化有限公司,91440400052408921N,"8,800万(元)",89,危险品|炼油|石油|油品|化工
2148,珠海紫翔电子科技有限公司,914404006328349861,"6,000万(美元)",20,质量管理体系|柔性印刷线路板|电子
2149,珠海维维大亨乳业有限公司,91440400735034703D,"7,891.7346万(元)",53,食品互联网销售|食品生产|食品进出口|食杂类零售|食品销售
2150,珠海罗西尼表业有限公司,91440400617488157P,"18,000万(元)",53,钟表|企业管理服务|旅游纪念品|手表|镀金饰品
2151,珠海联邦制药股份有限公司,91440400618249510X,"167,839.6万(元)",45,临床试验|生产设施|绿色工厂|药物研究
2152,珠海舒桐医疗科技有限公司,91440400MA548TC5XW,"1,455.3064万(元)",46,物联网|生物化工|医疗器械|生物技术|医学研究
2153,珠海英力士化工有限公司,914404006328471382,"90,300万(美元)",90,对二甲苯|PTA|精对苯二甲酸
2154,珠海裕珑石化有限公司,914404007769261263,"156,663万(元)",89,危险化学品|项目引进|重油催化裂化制烯烃|港口工程|货运代理
2155,珠海赛纳科技有限公司,91440400787913312U,"32,494.8232万(元)",53,芯片|激光打印机|3D打印机|通用打印耗材
2156,珠海路讯科技有限公司,91440400325051770M,"1,500万(元)",43,电子技术|建筑工程|网络安全|计算机信息|软件开发
2157,珠海金山办公软件有限公司,91440400696437955B,"162,326万(元)",35,WPS|谷歌 Play|移动办公|金山办公软件
2158,珠海金碟数码科技有限公司,914404006328454159,150万(元),53,商业服务|票务代理|计算机|软件开发|网络技术
2159,珠海长先新材料科技股份有限公司,9144040077186638X9,"6,175.36万(元)",62,高性能纤维|消毒液|化学品|合成材料|特殊化学产品
2160,珠海长炼石化设备有限公司,91440400753668021W,"75,000万(元)",89,石油制品|化工产品|项目投资|液化石油气|石化产品研发
2161,珠海飞驰船舶科技有限公司,91440400586399716U,"2,500万(元)",74,船舶设计|专业设计服务|水上运输设备销售|机械设备租赁|船舶制造|金属船舶制造|土地使用权租赁|非金属船舶制造|船舶修理
2162,珠海香湾码头发展有限公司,91440400094610298K,"5,000万(元)",83,香洲|市政|物业|投资管理|工程|渔业
2163,珠海高新创展医学科技有限公司,91440400MA54NHEL2F,100万(元),46,医学科技|生物咨询|医疗器械|设备维护|软件开发
2164,珠海鹏宇汽车有限公司,91440400061467069K,"2,000万(元)",71,工程车|技术开发|投资项目|进出口业务|医疗器械销售|底盘|汽车|警用车|销售|轻型客车
2165,瑞声声学科技（深圳）有限公司,91440300755683997C,"14,158万(美元)",20,精密五金件|芯片|精密模具|半导体|微机电系统
2166,甘肃奇正实业集团有限公司,91620000624195563D,"1,000万(元)",53,农业|医疗器械|食品|化工品|保健品
2167,甘肃普禾智汇医药科技开发有限公司,91620100345626615F,"20,000万(元)",45,医药|生物科技|化工品|科技创新|保健品
2168,生益电子股份有限公司,91441900618113146X,"83,182.1175万(元)",20,人才团队|PCB|印刷电路板|技术创新|品质文化
2169,申雅密封件（广州）有限公司,914401137397487893,"4,670万(元)",53,橡胶|带|密封条|减震|塑料|汽车|密封件|零件|管道
2170,白银长青农业机械有限公司,916204000974545506,500万(元),107,
2171,百奥明饲料添加剂（上海）有限公司,913100007664945773,100万(美元),111,
2172,百度时代网络技术（北京）有限公司,911101087877515792,80万(美元),53,中文网站|中文搜索引擎|人才战略|使命
2173,皮尔法伯（上海）医疗科技有限公司,91310000585212171F,50万(欧元),45,临床试验|医疗科技|管理咨询|医疗器械|数据处理
2174,盈科瑞（横琴）药物研究院有限公司,91440400MA4W4QD68W,"5,000万(元)",45,技术服务|技术交流|药物研究|检验检测|医学研究
2175,益海（广州）粮油工业有限公司,9144011675559533XP,"2,200万(美元)",53,食品添加剂生产|豆及薯类销售|化肥销售|进出口业务|食用农产品批发|农副产品销售|非食用植物油加工|日常用品销售|谷物销售|油脂销售
2176,瞰景科技发展（上海）有限公司,91310112332735150A,308.642万(元),53,电子科技|多媒体设计|测绘服务|摄影服务|数码产品|光机电一体化科技|通信技术|计算机科技|信息科技|自动化科技
2177,知识城（广州）投资集团有限公司,91440101190670266A,"208,490.5689万(元)",132,城市建设|现代服务业|知识城|国有企业
2178,石家庄普维生物科技有限公司,91130101MA0F9K0L6A,142.86万(元),44,技术研发|生物技术|医疗咨询|保健食品|临床研究
2179,石药集团恩必普药业有限公司,911301007468953573,"41,359.43万(元)",45,恩必普药业|创新型企业|脑血管疾病|自主研发
2180,硅湾工业互联网工厰（深圳）有限公司,914403000886321752,"1,000万(元)",68,机器人|工业自动化|3D 打印|芯片
2181,碧捷（广东）洁净科技有限公司,91440606075054273H,"1,000万(元)",53,雅萌|科技护肤|PCA Skin|全链路新零售|NuFACE|口腔健康
2182,祥鑫科技股份有限公司,9144190076291807XU,"17,826.8038万(元)",56,
2183,福州市文投会议展览服务有限公司,91350102MA3476BJ6K,100万(元),53,商业服务|广告|电影放映|体育健身|酒店管理|文化旅游|场馆管理|礼仪庆典|会议与展览|咨询服务
2184,福州市长乐区闽江口湿地公园开发建设有限公司,9135018206876682XD,"2,500万(元)",81,物业管理|旅游配套设施|招商引资|基础设施建设|公园
2185,福州海马饲料有限公司,91350181611440021N,"6,000万(元)",53,
2186,福建兴迅新材料科技有限公司,91350582MA348UQL9Q,"1,500万(元)",62,合同|执照|鞋业|进出口|授权|研究|鞋类|科技|销售|材料
2187,福建晶旭半导体科技有限公司,91350823MA350QQY1A,"3,600万(元)",20,服务|芯片|光电|显示|材料
